time,pivot_x,pivot_y,ball1L_x,ball1L_y,ball2L_x,ball2L_y,ball3L_x,ball3L_y,ball1R_x,ball1R_y,ball2R_x,ball2R_y,ball3R_x,ball3R_y,barL_x,barL_y,barR_x,barR_y
23.3100,0.000000,0.000000,-0.431319,-2.758943,0.373993,-3.351794,1.253526,-3.827632,1.359913,0.999649,1.735425,0.072832,0.869222,-0.426859,-0.804352,-1.831125,0.804352,1.831125
23.3200,0.000000,0.000000,-0.417548,-2.765385,0.391261,-3.353456,1.273981,-3.823355,1.320221,0.989466,1.717352,0.071704,0.834550,-0.398041,-0.790035,-1.837347,0.790035,1.837347
23.3300,0.000000,0.000000,-0.403469,-2.771232,0.407991,-3.355640,1.293786,-3.819717,1.279519,0.979205,1.698165,0.071055,0.800606,-0.369839,-0.776129,-1.843264,0.776129,1.843264
23.3400,0.000000,0.000000,-0.389089,-2.776470,0.424186,-3.358350,1.312944,-3.816727,1.237921,0.969023,1.677854,0.070992,0.767273,-0.342339,-0.762671,-1.848873,0.762671,1.848873
23.3500,0.000000,0.000000,-0.374416,-2.781093,0.439847,-3.361589,1.331459,-3.814390,1.195562,0.959083,1.656410,0.071604,0.734424,-0.315619,-0.749685,-1.854177,0.749685,1.854177
23.3600,0.000000,0.000000,-0.359457,-2.785099,0.454975,-3.365358,1.349332,-3.812712,1.152602,0.949551,1.633836,0.072959,0.701933,-0.289748,-0.737185,-1.859182,0.737185,1.859182
23.3700,0.000000,0.000000,-0.344221,-2.788500,0.469573,-3.369654,1.366565,-3.811700,1.109215,0.940590,1.610139,0.075099,0.669672,-0.264785,-0.725166,-1.863903,0.725166,1.863903
23.3800,0.000000,0.000000,-0.328714,-2.791317,0.483643,-3.374477,1.383162,-3.811359,1.065589,0.932349,1.585340,0.078032,0.637521,-0.240778,-0.713611,-1.868357,0.713611,1.868357
23.3900,0.000000,0.000000,-0.312946,-2.793581,0.497191,-3.379823,1.399125,-3.811695,1.021912,0.924960,1.559471,0.081734,0.605374,-0.217764,-0.702482,-1.872570,0.702482,1.872570
23.4000,0.000000,0.000000,-0.296924,-2.795334,0.510220,-3.385689,1.414459,-3.812715,0.978364,0.918529,1.532574,0.086152,0.573137,-0.195772,-0.691729,-1.876569,0.691729,1.876569
23.4100,0.000000,0.000000,-0.280658,-2.796623,0.522736,-3.392070,1.429168,-3.814423,0.935113,0.913133,1.504703,0.091204,0.540737,-0.174820,-0.681290,-1.880384,0.681290,1.880384
23.4200,0.000000,0.000000,-0.264157,-2.797502,0.534747,-3.398962,1.443255,-3.816828,0.892300,0.908819,1.475918,0.096791,0.508116,-0.154920,-0.671095,-1.884047,0.671095,1.884047
23.4300,0.000000,0.000000,-0.247430,-2.798030,0.546257,-3.406356,1.456727,-3.819933,0.850046,0.905607,1.446286,0.102801,0.475236,-0.136078,-0.661068,-1.887588,0.661068,1.887588
23.4400,0.000000,0.000000,-0.230486,-2.798263,0.557274,-3.414245,1.469585,-3.823743,0.808443,0.903489,1.415874,0.109116,0.442075,-0.118294,-0.651133,-1.891038,0.651133,1.891038
23.4500,0.000000,0.000000,-0.213336,-2.798259,0.567802,-3.422618,1.481832,-3.828263,0.767562,0.902438,1.384749,0.115621,0.408619,-0.101566,-0.641216,-1.894424,0.641216,1.894424
23.4600,0.000000,0.000000,-0.195989,-2.798075,0.577845,-3.431464,1.493470,-3.833497,0.727453,0.902408,1.352977,0.122204,0.374869,-0.085892,-0.631246,-1.897769,0.631246,1.897769
23.4700,0.000000,0.000000,-0.178456,-2.797766,0.587409,-3.440768,1.504500,-3.839447,0.688146,0.903343,1.320619,0.128760,0.340829,-0.071266,-0.621155,-1.901096,0.621155,1.901096
23.4800,0.000000,0.000000,-0.160748,-2.797384,0.596497,-3.450514,1.514920,-3.846116,0.649662,0.905175,1.287732,0.135196,0.306509,-0.057682,-0.610881,-1.904422,0.610881,1.904422
23.4900,0.000000,0.000000,-0.142880,-2.796979,0.605113,-3.460687,1.524729,-3.853504,0.612007,0.907831,1.254366,0.141427,0.271923,-0.045137,-0.600367,-1.907763,0.600367,1.907763
23.5000,0.000000,0.000000,-0.124864,-2.796600,0.613259,-3.471266,1.533926,-3.861614,0.575181,0.911233,1.220568,0.147378,0.237086,-0.033624,-0.589561,-1.911130,0.589561,1.911130
23.5100,0.000000,0.000000,-0.106717,-2.796292,0.620940,-3.482233,1.542510,-3.870447,0.539180,0.915303,1.186380,0.152982,0.202012,-0.023140,-0.578416,-1.914532,0.578416,1.914532
23.5200,0.000000,0.000000,-0.088455,-2.796100,0.628161,-3.493567,1.550478,-3.880002,0.503992,0.919957,1.151837,0.158185,0.166716,-0.013678,-0.566891,-1.917977,0.566891,1.917977
23.5300,0.000000,0.000000,-0.070100,-2.796067,0.634926,-3.505249,1.557829,-3.890281,0.469606,0.925115,1.116972,0.162936,0.131214,-0.005237,-0.554946,-1.921467,0.554946,1.921467
23.5400,0.000000,0.000000,-0.051671,-2.796233,0.641241,-3.517256,1.564562,-3.901285,0.436007,0.930696,1.081812,0.167193,0.095519,0.002189,-0.542548,-1.925004,0.542548,1.925004
23.5500,0.000000,0.000000,-0.033191,-2.796639,0.647113,-3.529569,1.570677,-3.913013,0.403181,0.936620,1.046381,0.170922,0.059643,0.008601,-0.529667,-1.928588,0.529667,1.928588
23.5600,0.000000,0.000000,-0.014686,-2.797321,0.652550,-3.542168,1.576175,-3.925466,0.371110,0.942809,1.010701,0.174093,0.023598,0.014003,-0.516276,-1.932216,0.516276,1.932216
23.5700,0.000000,0.000000,0.003820,-2.798315,0.657562,-3.555032,1.581056,-3.938644,0.339780,0.949186,0.974788,0.176681,-0.012605,0.018397,-0.502353,-1.935883,0.502353,1.935883
23.5800,0.000000,0.000000,0.022298,-2.799652,0.662157,-3.568145,1.585323,-3.952547,0.309174,0.955678,0.938658,0.178666,-0.048959,0.021784,-0.487876,-1.939582,0.487876,1.939582
23.5900,0.000000,0.000000,0.040721,-2.801364,0.666348,-3.581486,1.588977,-3.967175,0.279276,0.962215,0.902325,0.180031,-0.085454,0.024168,-0.472829,-1.943304,0.472829,1.943304
23.6000,0.000000,0.000000,0.059060,-2.803476,0.670146,-3.595039,1.592021,-3.982528,0.250072,0.968727,0.865797,0.180766,-0.122084,0.025549,-0.457197,-1.947042,0.457197,1.947042
23.6100,0.000000,0.000000,0.077284,-2.806012,0.673564,-3.608788,1.594457,-3.998605,0.221548,0.975151,0.829084,0.180859,-0.158841,0.025928,-0.440965,-1.950782,0.440965,1.950782
23.6200,0.000000,0.000000,0.095362,-2.808992,0.676615,-3.622716,1.596286,-4.015404,0.193690,0.981424,0.792194,0.180305,-0.195721,0.025307,-0.424122,-1.954513,0.424122,1.954513
23.6300,0.000000,0.000000,0.113265,-2.812433,0.679311,-3.636806,1.597511,-4.032924,0.166486,0.987491,0.755132,0.179100,-0.232717,0.023687,-0.406659,-1.958221,0.406659,1.958221
23.6400,0.000000,0.000000,0.130961,-2.816345,0.681669,-3.651043,1.598132,-4.051161,0.139925,0.993295,0.717903,0.177243,-0.269827,0.021069,-0.388566,-1.961891,0.388566,1.961891
23.6500,0.000000,0.000000,0.148419,-2.820736,0.683700,-3.665410,1.598148,-4.070112,0.113996,0.998789,0.680509,0.174736,-0.307045,0.017453,-0.369834,-1.965508,0.369834,1.965508
23.6600,0.000000,0.000000,0.165606,-2.825608,0.685419,-3.679888,1.597557,-4.089772,0.088692,1.003924,0.642953,0.171581,-0.344367,0.012840,-0.350455,-1.969056,0.350455,1.969056
23.6700,0.000000,0.000000,0.182491,-2.830958,0.686840,-3.694457,1.596353,-4.110133,0.064004,1.008659,0.605236,0.167785,-0.381791,0.007231,-0.330421,-1.972517,0.330421,1.972517
23.6800,0.000000,0.000000,0.199042,-2.836778,0.687977,-3.709098,1.594531,-4.131188,0.039929,1.012955,0.567359,0.163356,-0.419312,0.000626,-0.309723,-1.975872,0.309723,1.975872
23.6900,0.000000,0.000000,0.215225,-2.843053,0.688843,-3.723784,1.592080,-4.152926,0.016460,1.016776,0.529320,0.158304,-0.456927,-0.006974,-0.288353,-1.979104,0.288353,1.979104
23.7000,0.000000,0.000000,0.231009,-2.849765,0.689451,-3.738489,1.588988,-4.175334,-0.006403,1.020094,0.491119,0.152642,-0.494632,-0.015567,-0.266301,-1.982192,0.266301,1.982192
23.7100,0.000000,0.000000,0.246360,-2.856885,0.689814,-3.753182,1.585237,-4.198398,-0.028661,1.022879,0.452754,0.146386,-0.532423,-0.025155,-0.243556,-1.985115,0.243556,1.985115
23.7200,0.000000,0.000000,0.261244,-2.864379,0.689945,-3.767825,1.580808,-4.222098,-0.050313,1.025109,0.414221,0.139553,-0.570296,-0.035736,-0.220107,-1.987851,0.220107,1.987851
23.7300,0.000000,0.000000,0.275627,-2.872207,0.689857,-3.782379,1.575675,-4.246413,-0.071355,1.026765,0.375515,0.132166,-0.608247,-0.047309,-0.195943,-1.990378,0.195943,1.990378
23.7400,0.000000,0.000000,0.289477,-2.880317,0.689562,-3.796795,1.569807,-4.271315,-0.091783,1.027831,0.336633,0.124250,-0.646270,-0.059873,-0.171051,-1.992672,0.171051,1.992672
23.7500,0.000000,0.000000,0.302761,-2.888651,0.689073,-3.811019,1.563168,-4.296774,-0.111589,1.028297,0.297569,0.115833,-0.684358,-0.073427,-0.145417,-1.994706,0.145417,1.994706
23.7600,0.000000,0.000000,0.315448,-2.897138,0.688402,-3.824987,1.555714,-4.322752,-0.130763,1.028156,0.258314,0.106950,-0.722505,-0.087970,-0.119029,-1.996455,0.119029,1.996455
23.7700,0.000000,0.000000,0.327508,-2.905698,0.687563,-3.838629,1.547397,-4.349204,-0.149295,1.027406,0.218861,0.097642,-0.760701,-0.103500,-0.091875,-1.997889,0.091875,1.997889
23.7800,0.000000,0.000000,0.338918,-2.914239,0.686571,-3.851862,1.538156,-4.376078,-0.167172,1.026051,0.179199,0.087954,-0.798936,-0.120015,-0.063943,-1.998978,0.063943,1.998978
23.7900,0.000000,0.000000,0.349657,-2.922656,0.685438,-3.864596,1.527927,-4.403311,-0.184380,1.024101,0.139318,0.077940,-0.837197,-0.137511,-0.035224,-1.999690,0.035224,1.999690
23.8000,0.000000,0.000000,0.359714,-2.930831,0.684182,-3.876727,1.516631,-4.430829,-0.200905,1.021571,0.099204,0.067666,-0.875466,-0.155985,-0.005715,-1.999992,0.005715,1.999992
23.8100,0.000000,0.000000,0.369090,-2.938632,0.682820,-3.888145,1.504185,-4.458548,-0.216732,1.018483,0.058841,0.057203,-0.913723,-0.175432,0.024582,-1.999849,-0.024582,1.999849
23.8200,0.000000,0.000000,0.377800,-2.945917,0.681371,-3.898726,1.490493,-4.486366,-0.231850,1.014870,0.018213,0.046640,-0.951942,-0.195845,0.055659,-1.999225,-0.055659,1.999225
23.8300,0.000000,0.000000,0.385876,-2.952531,0.679855,-3.908343,1.475453,-4.514169,-0.246253,1.010768,-0.022699,0.036077,-0.990090,-0.217213,0.087492,-1.998085,-0.087492,1.998085
23.8400,0.000000,0.000000,0.393377,-2.958314,0.678297,-3.916866,1.458956,-4.541823,-0.259940,1.006227,-0.063918,0.025628,-1.028125,-0.239526,0.120047,-1.996394,-0.120047,1.996394
23.8500,0.000000,0.000000,0.400384,-2.963105,0.676721,-3.924166,1.440890,-4.569181,-0.272928,1.001303,-0.105466,0.015425,-1.065993,-0.262765,0.153271,-1.994118,-0.153271,1.994118
23.8600,0.000000,0.000000,0.407011,-2.966748,0.675154,-3.930127,1.421147,-4.596081,-0.285250,0.996059,-0.147368,0.005610,-1.103628,-0.286908,0.187093,-1.991230,-0.187093,1.991230
23.8700,0.000000,0.000000,0.413400,-2.969104,0.673628,-3.934652,1.399626,-4.622348,-0.296965,0.990563,-0.189646,-0.003661,-1.140947,-0.311924,0.221420,-1.987705,-0.221420,1.987705
23.8800,0.000000,0.000000,0.419716,-2.970061,0.672170,-3.937670,1.376239,-4.647802,-0.308167,0.984884,-0.232324,-0.012236,-1.177852,-0.337776,0.256142,-1.983530,-0.256142,1.983530
23.8900,0.000000,0.000000,0.426145,-2.969541,0.670812,-3.939148,1.350921,-4.672259,-0.318983,0.979086,-0.275420,-0.019965,-1.214225,-0.364413,0.291129,-1.978698,-0.291129,1.978698
23.9000,0.000000,0.000000,0.432884,-2.967510,0.669583,-3.939093,1.323636,-4.695542,-0.329581,0.973218,-0.318948,-0.026725,-1.249937,-0.391773,0.326240,-1.973212,-0.326240,1.973212
23.9100,0.000000,0.000000,0.440123,-2.963980,0.668508,-3.937551,1.294373,-4.717483,-0.340160,0.967313,-0.362916,-0.032428,-1.284847,-0.419783,0.361330,-1.967089,-0.361330,1.967089
23.9200,0.000000,0.000000,0.448043,-2.959011,0.667610,-3.934609,1.263155,-4.737930,-0.350941,0.961380,-0.407325,-0.037029,-1.318811,-0.448359,0.396252,-1.960353,-0.396252,1.960353
23.9300,0.000000,0.000000,0.456800,-2.952701,0.666907,-3.930379,1.230034,-4.756749,-0.362151,0.955401,-0.452167,-0.040540,-1.351692,-0.477408,0.430868,-1.953037,-0.430868,1.953037
23.9400,0.000000,0.000000,0.466523,-2.945179,0.666410,-3.924998,1.195087,-4.773822,-0.374007,0.949333,-0.497431,-0.043021,-1.383366,-0.506830,0.465053,-1.945180,-0.465053,1.945180
23.9500,0.000000,0.000000,0.477308,-2.936599,0.666128,-3.918611,1.158409,-4.789047,-0.386706,0.943118,-0.543100,-0.044576,-1.413726,-0.536522,0.498697,-1.936828,-0.498697,1.936828
23.9600,0.000000,0.000000,0.489224,-2.927123,0.666059,-3.911364,1.120113,-4.802338,-0.400412,0.936683,-0.589155,-0.045343,-1.442689,-0.566381,0.531710,-1.928026,-0.531710,1.928026
23.9700,0.000000,0.000000,0.502313,-2.916918,0.666199,-3.903398,1.080324,-4.813618,-0.415255,0.929951,-0.635574,-0.045477,-1.470193,-0.596304,0.564017,-1.918824,-0.564017,1.918824
23.9800,0.000000,0.000000,0.516593,-2.906147,0.666537,-3.894841,1.039173,-4.822819,-0.431337,0.922846,-0.682331,-0.045143,-1.496199,-0.626192,0.595559,-1.909269,-0.595559,1.909269
23.9900,0.000000,0.000000,0.532065,-2.894961,0.667059,-3.885807,0.996800,-4.829879,-0.448730,0.915300,-0.729400,-0.044504,-1.520687,-0.655949,0.626292,-1.899410,-0.626292,1.899410
24.0000,0.000000,0.000000,0.548712,-2.883502,0.667745,-3.876392,0.953347,-4.834740,-0.467486,0.907257,-0.776753,-0.043718,-1.543656,-0.685481,0.656180,-1.889293,-0.656180,1.889293
24.0100,0.000000,0.000000,0.566507,-2.871895,0.668574,-3.866673,0.908961,-4.837350,-0.487641,0.898672,-0.824356,-0.042934,-1.565119,-0.714701,0.685197,-1.878964,-0.685197,1.878964
24.0200,0.000000,0.000000,0.585410,-2.860253,0.669521,-3.856709,0.863792,-4.837657,-0.509219,0.889518,-0.872174,-0.042288,-1.585102,-0.743526,0.713323,-1.868467,-0.713323,1.868467
24.0300,0.000000,0.000000,0.605373,-2.848669,0.670560,-3.846542,0.817995,-4.835614,-0.532237,0.879783,-0.920170,-0.041904,-1.603645,-0.771878,0.740544,-1.857847,-0.740544,1.857847
24.0400,0.000000,0.000000,0.626338,-2.837225,0.671665,-3.836197,0.771724,-4.831178,-0.556707,0.869474,-0.968301,-0.041893,-1.620795,-0.799687,0.766847,-1.847145,-0.766847,1.847145
24.0500,0.000000,0.000000,0.648239,-2.825984,0.672808,-3.825682,0.725141,-4.824312,-0.582639,0.858614,-1.016522,-0.042355,-1.636611,-0.826887,0.792224,-1.836404,-0.792224,1.836404
24.0600,0.000000,0.000000,0.670998,-2.814998,0.673966,-3.814993,0.678408,-4.814983,-0.610041,0.847245,-1.064786,-0.043377,-1.651157,-0.853419,0.816669,-1.825665,-0.816669,1.825665
24.0700,0.000000,0.000000,0.694529,-2.804300,0.675114,-3.804112,0.631689,-4.803169,-0.638920,0.835427,-1.113040,-0.045034,-1.664506,-0.879231,0.840181,-1.814965,-0.840181,1.814965
24.0800,0.000000,0.000000,0.718731,-2.793914,0.676233,-3.793011,0.585151,-4.788854,-0.669286,0.823235,-1.161233,-0.047390,-1.676732,-0.904280,0.862760,-1.804341,-0.862760,1.804341
24.0900,0.000000,0.000000,0.743493,-2.783847,0.677306,-3.781654,0.538962,-4.772039,-0.701144,0.810763,-1.209307,-0.050498,-1.687917,-0.928526,0.884414,-1.793826,-0.884414,1.793826
24.1000,0.000000,0.000000,0.768691,-2.774095,0.678320,-3.770004,0.493287,-4.752736,-0.734505,0.798119,-1.257204,-0.054399,-1.698141,-0.951936,0.905155,-1.783450,-0.905155,1.783450
24.1100,0.000000,0.000000,0.794190,-2.764643,0.679268,-3.758018,0.448289,-4.730977,-0.769373,0.785421,-1.304862,-0.059121,-1.707490,-0.974485,0.925004,-1.773236,-0.925004,1.773236
24.1200,0.000000,0.000000,0.819842,-2.755465,0.680144,-3.745659,0.404126,-4.706811,-0.805757,0.772802,-1.352216,-0.064684,-1.716046,-0.996149,0.943992,-1.763201,-0.943992,1.763201
24.1300,0.000000,0.000000,0.845496,-2.746524,0.680951,-3.732894,0.360944,-4.680309,-0.843660,0.760399,-1.399199,-0.071091,-1.723894,-1.016910,0.962161,-1.753353,-0.962161,1.753353
24.1400,0.000000,0.000000,0.870993,-2.737780,0.681691,-3.719699,0.318882,-4.651562,-0.883084,0.748356,-1.445739,-0.078336,-1.731117,-1.036751,0.979562,-1.743691,-0.979562,1.743691
24.1500,0.000000,0.000000,0.896177,-2.729183,0.682372,-3.706059,0.278062,-4.620681,-0.924026,0.736816,-1.491758,-0.086397,-1.737797,-1.055657,0.996261,-1.734204,-0.996261,1.734204
24.1600,0.000000,0.000000,0.920897,-2.720681,0.683003,-3.691972,0.238592,-4.587795,-0.966479,0.725922,-1.537176,-0.095239,-1.744012,-1.073615,1.012336,-1.724870,-1.012336,1.724870
24.1700,0.000000,0.000000,0.945013,-2.712217,0.683594,-3.677442,0.200563,-4.553045,-1.010429,0.715808,-1.581904,-0.104812,-1.749842,-1.090609,1.027874,-1.715656,-1.027874,1.715656
24.1800,0.000000,0.000000,0.968396,-2.703733,0.684155,-3.662485,0.164047,-4.516586,-1.055854,0.706601,-1.625848,-0.115048,-1.755363,-1.106626,1.042975,-1.706518,-1.042975,1.706518
24.1900,0.000000,0.000000,0.990933,-2.695167,0.684696,-3.647122,0.129103,-4.478577,-1.102720,0.698413,-1.668909,-0.125863,-1.760650,-1.121645,1.057747,-1.697401,-1.057747,1.697401
24.2000,0.000000,0.000000,1.012527,-2.686455,0.685230,-3.631376,0.095774,-4.439177,-1.150982,0.691343,-1.710979,-0.137152,-1.765776,-1.135649,1.072304,-1.688243,-1.072304,1.688243
24.2100,0.000000,0.000000,1.033096,-2.677528,0.685766,-3.615271,0.064090,-4.398545,-1.200574,0.685467,-1.751947,-0.148792,-1.770814,-1.148614,1.086767,-1.678969,-1.086767,1.678969
24.2200,0.000000,0.000000,1.052572,-2.668314,0.686317,-3.598828,0.034071,-4.356836,-1.251408,0.680837,-1.791698,-0.160642,-1.775836,-1.160516,1.101258,-1.669500,-1.101258,1.669500
24.2300,0.000000,0.000000,1.070902,-2.658735,0.686893,-3.582064,0.005729,-4.314195,-1.303365,0.677476,-1.830120,-0.172541,-1.780911,-1.171329,1.115902,-1.659748,-1.115902,1.659748
24.2400,0.000000,0.000000,1.088041,-2.648707,0.687509,-3.564990,-0.020931,-4.270760,-1.356290,0.675372,-1.867109,-0.184316,-1.786110,-1.181030,1.130817,-1.649622,-1.130817,1.649622
24.2500,0.000000,0.000000,1.103956,-2.638142,0.688180,-3.547609,-0.045908,-4.226663,-1.409983,0.674473,-1.902573,-0.195789,-1.791500,-1.189601,1.146114,-1.639031,-1.146114,1.639031
24.2600,0.000000,0.000000,1.118626,-2.626952,0.688921,-3.529922,-0.069208,-4.182026,-1.464203,0.674681,-1.936448,-0.206786,-1.797145,-1.197036,1.161886,-1.627888,-1.161886,1.627888
24.2700,0.000000,0.000000,1.132038,-2.615050,0.689750,-3.511923,-0.090842,-4.136964,-1.518664,0.675857,-1.968701,-0.217153,-1.803103,-1.203346,1.178205,-1.616116,-1.178205,1.616116
24.2800,0.000000,0.000000,1.144194,-2.602357,0.690684,-3.493608,-0.110826,-4.091589,-1.573052,0.677823,-1.999338,-0.226765,-1.809424,-1.208565,1.195113,-1.603654,-1.195113,1.603654
24.2900,0.000000,0.000000,1.155112,-2.588805,0.691740,-3.474969,-0.129183,-4.046008,-1.627037,0.680375,-2.028408,-0.235540,-1.816150,-1.212754,1.212616,-1.590460,-1.212616,1.590460
24.3000,0.000000,0.000000,1.164822,-2.574346,0.692935,-3.456006,-0.145945,-4.000322,-1.680300,0.683294,-2.055998,-0.243448,-1.823306,-1.215999,1.230687,-1.576518,-1.230687,1.576518
24.3100,0.000000,0.000000,1.173369,-2.558949,0.694284,-3.436717,-0.161150,-3.954629,-1.732548,0.686367,-2.082224,-0.250504,-1.830909,-1.218410,1.249270,-1.561834,-1.249270,1.561834
24.3200,0.000000,0.000000,1.180813,-2.542603,0.695799,-3.417109,-0.174844,-3.909024,-1.783530,0.689395,-2.107221,-0.256768,-1.838962,-1.220115,1.268281,-1.546435,-1.268281,1.546435
24.3300,0.000000,0.000000,1.187224,-2.525314,0.697492,-3.397188,-0.187078,-3.863596,-1.833048,0.692207,-2.131134,-0.262332,-1.847456,-1.221252,1.287624,-1.530367,-1.287624,1.530367
24.3400,0.000000,0.000000,1.192678,-2.507108,0.699374,-3.376965,-0.197906,-3.818427,-1.880952,0.694662,-2.154103,-0.267310,-1.856376,-1.221961,1.307193,-1.513686,-1.307193,1.513686
24.3500,0.000000,0.000000,1.197259,-2.488018,0.701454,-3.356452,-0.207387,-3.773595,-1.927143,0.696649,-2.176261,-0.271825,-1.865702,-1.222379,1.326885,-1.496455,-1.326885,1.496455
24.3600,0.000000,0.000000,1.201052,-2.468092,0.703741,-3.335664,-0.215581,-3.729171,-1.971559,0.698084,-2.197727,-0.276004,-1.875408,-1.222635,1.346598,-1.478741,-1.346598,1.478741
24.3700,0.000000,0.000000,1.204147,-2.447384,0.706241,-3.314615,-0.222550,-3.685220,-2.014171,0.698907,-2.218607,-0.279973,-1.885471,-1.222851,1.366243,-1.460609,-1.366243,1.460609
24.3800,0.000000,0.000000,1.206629,-2.425954,0.708961,-3.293322,-0.228355,-3.641802,-2.054976,0.699076,-2.238993,-0.283847,-1.895863,-1.223135,1.385740,-1.442126,-1.385740,1.442126
24.3900,0.000000,0.000000,1.208585,-2.403868,0.711907,-3.271803,-0.233059,-3.598970,-2.093989,0.698562,-2.258959,-0.287737,-1.906559,-1.223586,1.405017,-1.423350,-1.405017,1.423350
24.4000,0.000000,0.000000,1.210100,-2.381192,0.715084,-3.250076,-0.236723,-3.556774,-2.131237,0.697346,-2.278573,-0.291741,-1.917534,-1.224292,1.424018,-1.404340,-1.424018,1.404340
24.4100,0.000000,0.000000,1.211255,-2.357997,0.718494,-3.228162,-0.239408,-3.515256,-2.166760,0.695417,-2.297888,-0.295949,-1.928767,-1.225330,1.442694,-1.385147,-1.442694,1.385147
24.4200,0.000000,0.000000,1.212127,-2.334353,0.722141,-3.206084,-0.241174,-3.474457,-2.200602,0.692768,-2.316948,-0.300441,-1.940235,-1.226770,1.461006,-1.365819,-1.461006,1.365819
24.4300,0.000000,0.000000,1.212790,-2.310333,0.726026,-3.183866,-0.242079,-3.434411,-2.232813,0.689395,-2.335793,-0.305289,-1.951919,-1.228674,1.478924,-1.346396,-1.478924,1.346396
24.4400,0.000000,0.000000,1.213314,-2.286005,0.730149,-3.161534,-0.242180,-3.395149,-2.263445,0.685294,-2.354452,-0.310556,-1.963800,-1.231094,1.496425,-1.326918,-1.496425,1.326918
24.4500,0.000000,0.000000,1.213764,-2.261440,0.734509,-3.139116,-0.241533,-3.356699,-2.292552,0.680464,-2.372952,-0.316298,-1.975864,-1.234079,1.513494,-1.307416,-1.513494,1.307416
24.4600,0.000000,0.000000,1.214198,-2.236705,0.739106,-3.116641,-0.240188,-3.319084,-2.320188,0.674902,-2.391312,-0.322566,-1.988094,-1.237670,1.530119,-1.287919,-1.530119,1.287919
24.4700,0.000000,0.000000,1.214671,-2.211864,0.743936,-3.094139,-0.238197,-3.282327,-2.346408,0.668603,-2.409551,-0.329402,-2.000478,-1.241903,1.546295,-1.268452,-1.546295,1.268452
24.4800,0.000000,0.000000,1.215233,-2.186980,0.748996,-3.071640,-0.235607,-3.246444,-2.371264,0.661564,-2.427683,-0.336844,-2.013003,-1.246811,1.562020,-1.249036,-1.562020,1.249036
24.4900,0.000000,0.000000,1.215929,-2.162113,0.754283,-3.049177,-0.232463,-3.211452,-2.394809,0.653779,-2.445719,-0.344924,-2.025660,-1.252421,1.577297,-1.229689,-1.577297,1.229689
24.5000,0.000000,0.000000,1.216797,-2.137316,0.759791,-3.026780,-0.228806,-3.177365,-2.417093,0.645242,-2.463669,-0.353672,-2.038438,-1.258757,1.592128,-1.210426,-1.592128,1.210426
24.5100,0.000000,0.000000,1.217873,-2.112644,0.765517,-3.004482,-0.224675,-3.144193,-2.438163,0.635947,-2.481540,-0.363112,-2.051330,-1.265841,1.606520,-1.191257,-1.606520,1.191257
24.5200,0.000000,0.000000,1.219187,-2.088144,0.771454,-2.982311,-0.220107,-3.111948,-2.458064,0.625884,-2.499339,-0.373264,-2.064329,-1.273690,1.620481,-1.172195,-1.620481,1.172195
24.5300,0.000000,0.000000,1.220766,-2.063861,0.777598,-2.960300,-0.215135,-3.080636,-2.476838,0.615045,-2.517069,-0.384146,-2.077428,-1.282319,1.634021,-1.153245,-1.634021,1.153245
24.5400,0.000000,0.000000,1.222633,-2.039836,0.783944,-2.938475,-0.209788,-3.050266,-2.494525,0.603421,-2.534735,-0.395770,-2.090622,-1.291741,1.647149,-1.134416,-1.647149,1.134416
24.5500,0.000000,0.000000,1.224807,-2.016106,0.790486,-2.916864,-0.204094,-3.020843,-2.511160,0.591002,-2.552340,-0.408150,-2.103908,-1.301967,1.659877,-1.115710,-1.659877,1.115710
24.5600,0.000000,0.000000,1.227306,-1.992706,0.797219,-2.895494,-0.198077,-2.992372,-2.526775,0.577777,-2.569884,-0.421293,-2.117282,-1.313006,1.672215,-1.097131,-1.672215,1.097131
24.5700,0.000000,0.000000,1.230144,-1.969667,0.804138,-2.874388,-0.191761,-2.964856,-2.541399,0.563737,-2.587369,-0.435206,-2.130741,-1.324864,1.684175,-1.078682,-1.684175,1.078682
24.5800,0.000000,0.000000,1.233333,-1.947015,0.811239,-2.853568,-0.185164,-2.938301,-2.555056,0.548870,-2.604795,-0.449892,-2.144284,-1.337546,1.695768,-1.060363,-1.695768,1.060363
24.5900,0.000000,0.000000,1.236883,-1.924776,0.818517,-2.833054,-0.178305,-2.912707,-2.567768,0.533166,-2.622162,-0.465353,-2.157909,-1.351056,1.707007,-1.042175,-1.707007,1.042175
24.6000,0.000000,0.000000,1.240804,-1.902969,0.825969,-2.812865,-0.171199,-2.888077,-2.579550,0.516615,-2.639467,-0.481589,-2.171616,-1.365396,1.717901,-1.024118,-1.717901,1.024118
24.6100,0.000000,0.000000,1.245103,-1.881613,0.833589,-2.793016,-0.163859,-2.864413,-2.590416,0.499204,-2.656709,-0.498596,-2.185405,-1.380567,1.728462,-1.006190,-1.728462,1.006190
24.6200,0.000000,0.000000,1.249788,-1.860723,0.841377,-2.773521,-0.156295,-2.841717,-2.600373,0.480924,-2.673884,-0.516370,-2.199278,-1.396568,1.738702,-0.988391,-1.738702,0.988391
24.6300,0.000000,0.000000,1.254865,-1.840312,0.849328,-2.754391,-0.148518,-2.819989,-2.609425,0.461765,-2.690990,-0.534904,-2.213236,-1.413397,1.748630,-0.970717,-1.748630,0.970717
