time,pivot_x,pivot_y,ball1L_x,ball1L_y,ball2L_x,ball2L_y,ball3L_x,ball3L_y,ball1R_x,ball1R_y,ball2R_x,ball2R_y,ball3R_x,ball3R_y,barL_x,barL_y,barR_x,barR_y
0.0000,0.000000,0.000000,-1.850562,-0.988771,-1.850562,-1.988771,-1.950395,-2.983775,1.900167,-0.995004,1.950146,-1.993754,1.950146,-2.993754,-2.000000,-0.000000,2.000000,0.000000
0.0100,0.000000,0.000000,-1.850752,-1.038879,-1.850582,-2.038879,-1.950357,-3.033889,1.900339,-0.945099,1.950116,-1.943859,1.950146,-2.943859,-1.999375,-0.049985,1.999375,0.049985
0.0200,0.000000,0.000000,-1.851322,-1.089194,-1.850643,-2.089193,-1.950243,-3.084221,1.900854,-0.895383,1.950028,-1.894173,1.950146,-2.894173,-1.997502,-0.099935,1.997502,0.099935
0.0300,0.000000,0.000000,-1.852275,-1.139695,-1.850747,-2.139694,-1.950051,-3.134751,1.901706,-0.845853,1.949881,-1.844692,1.950145,-2.844692,-1.994379,-0.149844,1.994379,0.149844
0.0400,0.000000,0.000000,-1.853610,-1.190357,-1.850897,-2.190353,-1.949778,-3.185452,1.902886,-0.796496,1.949677,-1.795400,1.950145,-2.795400,-1.990005,-0.199702,1.990005,0.199702
0.0500,0.000000,0.000000,-1.855324,-1.241142,-1.851095,-2.241133,-1.949421,-3.236287,1.904385,-0.747292,1.949415,-1.746277,1.950144,-2.746277,-1.984376,-0.249504,1.984376,0.249504
0.0600,0.000000,0.000000,-1.857410,-1.292006,-1.851346,-2.291988,-1.948976,-3.287210,1.906190,-0.698214,1.949096,-1.697293,1.950142,-2.697292,-1.977487,-0.299241,1.977487,0.299241
0.0700,0.000000,0.000000,-1.859858,-1.342897,-1.851657,-2.342863,-1.948439,-3.338169,1.908284,-0.649228,1.948720,-1.648410,1.950139,-2.648409,-1.969331,-0.348907,1.969331,0.348907
0.0800,0.000000,0.000000,-1.862648,-1.393753,-1.852033,-2.393697,-1.947805,-3.389100,1.910642,-0.600293,1.948289,-1.599584,1.950134,-2.599582,-1.959899,-0.398493,1.959899,0.398493
0.0900,0.000000,0.000000,-1.865753,-1.444505,-1.852482,-2.444417,-1.947068,-3.439934,1.913235,-0.551362,1.947804,-1.550764,1.950128,-2.550762,-1.949180,-0.447992,1.949180,0.447992
0.1000,0.000000,0.000000,-1.869134,-1.495076,-1.853014,-2.494947,-1.946221,-3.490593,1.916023,-0.502383,1.947267,-1.501895,1.950118,-2.501891,-1.937163,-0.497393,1.937163,0.497393
0.1100,0.000000,0.000000,-1.872740,-1.545381,-1.853640,-2.545199,-1.945260,-3.540993,1.918955,-0.453301,1.946680,-1.452916,1.950105,-2.452911,-1.923833,-0.546687,1.923833,0.546687
0.1200,0.000000,0.000000,-1.876500,-1.595328,-1.854371,-2.595083,-1.944177,-3.591043,1.921967,-0.404056,1.946049,-1.403766,1.950088,-2.403758,-1.909175,-0.595862,1.909175,0.595862
0.1300,0.000000,0.000000,-1.880330,-1.644821,-1.855219,-2.644506,-1.942967,-3.640648,1.924984,-0.354590,1.945376,-1.354383,1.950066,-2.354372,-1.893172,-0.644903,1.893172,0.644903
0.1400,0.000000,0.000000,-1.884123,-1.693759,-1.856199,-2.693369,-1.941624,-3.689714,1.927914,-0.304847,1.944668,-1.304707,1.950037,-2.304693,-1.875806,-0.693794,1.875806,0.693794
0.1500,0.000000,0.000000,-1.887753,-1.742042,-1.857322,-2.741579,-1.940145,-3.738143,1.930654,-0.254775,1.943932,-1.254687,1.950000,-2.254668,-1.857061,-0.742513,1.857061,0.742513
0.1600,0.000000,0.000000,-1.891073,-1.789569,-1.858601,-2.789042,-1.938525,-3.785843,1.933090,-0.204328,1.943173,-1.204277,1.949955,-2.204254,-1.836916,-0.791037,1.836916,0.791037
0.1700,0.000000,0.000000,-1.893918,-1.836243,-1.860046,-2.835669,-1.936762,-3.832722,1.935098,-0.153471,1.942399,-1.153444,1.949900,-2.153416,-1.815356,-0.839334,1.815356,0.839334
0.1800,0.000000,0.000000,-1.896106,-1.881975,-1.861667,-2.881382,-1.934857,-3.878700,1.936550,-0.102180,1.941615,-1.102167,1.949833,-2.102134,-1.792365,-0.887371,1.792365,0.887371
0.1900,0.000000,0.000000,-1.897444,-1.926683,-1.863466,-2.926106,-1.932811,-3.923699,1.937316,-0.050444,1.940828,-1.050438,1.949755,-2.050398,-1.767930,-0.935106,1.767930,0.935106
0.2000,0.000000,0.000000,-1.897729,-1.970298,-1.865444,-2.969777,-1.930626,-3.967651,1.937272,0.001735,1.940040,-0.998262,1.949663,-1.998215,-1.742042,-0.982492,1.742042,0.982492
0.2100,0.000000,0.000000,-1.896752,-2.012764,-1.867596,-3.012339,-1.928308,-4.010495,1.936297,0.054339,1.939253,-0.945656,1.949557,-1.945603,-1.714695,-1.029476,1.714695,1.029476
0.2200,0.000000,0.000000,-1.894305,-2.054040,-1.869910,-3.053742,-1.925862,-4.052176,1.934283,0.107340,1.938468,-0.892651,1.949437,-1.892591,-1.685890,-1.075999,1.685890,1.075999
0.2300,0.000000,0.000000,-1.890185,-2.094100,-1.872367,-3.093941,-1.923296,-4.092644,1.931134,0.160695,1.937681,-0.839283,1.949301,-1.839216,-1.655634,-1.121996,1.655634,1.121996
0.2400,0.000000,0.000000,-1.884193,-2.132938,-1.874941,-3.132895,-1.920619,-4.131851,1.926769,0.214352,1.936888,-0.785597,1.949150,-1.785522,-1.623941,-1.167397,1.623941,1.167397
0.2500,0.000000,0.000000,-1.876144,-2.170562,-1.877597,-3.170561,-1.917842,-4.169751,1.921119,0.268247,1.936083,-0.731641,1.948983,-1.731558,-1.590832,-1.212127,1.590832,1.212127
0.2600,0.000000,0.000000,-1.865862,-2.207001,-1.880292,-3.206897,-1.914973,-4.206296,1.914132,0.322309,1.935257,-0.677468,1.948801,-1.677376,-1.556338,-1.256109,1.556338,1.256109
0.2700,0.000000,0.000000,-1.853190,-2.242299,-1.882971,-3.241856,-1.912025,-4.241434,1.905769,0.376460,1.934400,-0.623130,1.948602,-1.623029,-1.520498,-1.299264,1.520498,1.299264
0.2800,0.000000,0.000000,-1.837989,-2.276517,-1.885569,-3.275384,-1.909010,-4.275110,1.896003,0.430619,1.933500,-0.568678,1.948387,-1.568567,-1.483357,-1.341511,1.483357,1.341511
0.2900,0.000000,0.000000,-1.820139,-2.309728,-1.888007,-3.307422,-1.905940,-4.307261,1.884820,0.484697,1.932545,-0.514163,1.948157,-1.514041,-1.444973,-1.382770,1.444973,1.382770
0.3000,0.000000,0.000000,-1.799543,-2.342017,-1.890194,-3.337900,-1.902826,-4.337820,1.872218,0.538606,1.931523,-0.459634,1.947910,-1.459500,-1.405409,-1.422964,1.405409,1.422964
0.3100,0.000000,0.000000,-1.776130,-2.373475,-1.892019,-3.366737,-1.899683,-4.366708,1.858202,0.592253,1.930418,-0.405136,1.947647,-1.404988,-1.364736,-1.462018,1.364736,1.462018
0.3200,0.000000,0.000000,-1.749856,-2.404196,-1.893358,-3.393846,-1.896521,-4.393841,1.842788,0.645545,1.929217,-0.350713,1.947369,-1.350548,-1.323033,-1.499861,1.323033,1.499861
0.3300,0.000000,0.000000,-1.720706,-2.434269,-1.894063,-3.419128,-1.893353,-4.419128,1.825998,0.698390,1.927904,-0.296404,1.947073,-1.296220,-1.280386,-1.536428,1.280386,1.536428
0.3400,0.000000,0.000000,-1.688698,-2.463773,-1.893965,-3.442479,-1.890190,-4.442472,1.807865,0.750696,1.926464,-0.242247,1.946761,-1.242041,-1.236886,-1.571660,1.236886,1.571660
0.3500,0.000000,0.000000,-1.653888,-2.492768,-1.892876,-3.463790,-1.887039,-4.463773,1.788427,0.802369,1.924882,-0.188277,1.946432,-1.188045,-1.192628,-1.605503,1.192628,1.605503
0.3600,0.000000,0.000000,-1.616375,-2.521289,-1.890585,-3.482959,-1.883907,-4.482937,1.767729,0.853321,1.923142,-0.134528,1.946086,-1.134265,-1.147714,-1.637911,1.147714,1.637911
0.3700,0.000000,0.000000,-1.576301,-2.549343,-1.886864,-3.499896,-1.880795,-4.499877,1.745825,0.903463,1.921229,-0.081033,1.945722,-1.080733,-1.102249,-1.668846,1.102249,1.668846
0.3800,0.000000,0.000000,-1.533858,-2.576899,-1.881477,-3.514535,-1.877703,-4.514528,1.722775,0.952711,1.919127,-0.027823,1.945340,-1.027479,-1.056342,-1.698276,1.056342,1.698276
0.3900,0.000000,0.000000,-1.489286,-2.603893,-1.874190,-3.526850,-1.874620,-4.526850,1.698646,1.000982,1.916823,0.025073,1.944939,-0.974532,-1.010103,-1.726178,1.010103,1.726178
0.4000,0.000000,0.000000,-1.442867,-2.630231,-1.864786,-3.536865,-1.871532,-4.536842,1.673508,1.048201,1.914302,0.077625,1.944519,-0.921919,-0.963643,-1.752539,0.963643,1.752539
0.4100,0.000000,0.000000,-1.394917,-2.655796,-1.853082,-3.544663,-1.868417,-4.544545,1.647433,1.094296,1.911550,0.129805,1.944078,-0.869666,-0.917069,-1.777353,0.917069,1.777353
0.4200,0.000000,0.000000,-1.345764,-2.680462,-1.838944,-3.550389,-1.865247,-4.550043,1.620496,1.139202,1.908554,0.181589,1.943616,-0.817796,-0.870484,-1.800627,0.870484,1.800627
0.4300,0.000000,0.000000,-1.295732,-2.704109,-1.822297,-3.554243,-1.861987,-4.553455,1.592765,1.182860,1.905299,0.232953,1.943133,-0.766331,-0.823986,-1.822374,0.823986,1.822374
0.4400,0.000000,0.000000,-1.245122,-2.726632,-1.803125,-3.556471,-1.858603,-4.554931,1.564310,1.225218,1.901771,0.283879,1.942627,-0.715286,-0.777661,-1.842619,0.777661,1.842619
0.4500,0.000000,0.000000,-1.194198,-2.747953,-1.781470,-3.557343,-1.855054,-4.554632,1.535191,1.266230,1.897954,0.334348,1.942096,-0.664677,-0.731586,-1.861393,0.731586,1.861393
0.4600,0.000000,0.000000,-1.143178,-2.768020,-1.757418,-3.557140,-1.851303,-4.552723,1.505466,1.305853,1.893831,0.384348,1.941539,-0.614514,-0.685827,-1.878734,0.685827,1.878734
0.4700,0.000000,0.000000,-1.092235,-2.786809,-1.731088,-3.556138,-1.847309,-4.549361,1.475190,1.344052,1.889384,0.433864,1.940955,-0.564806,-0.640443,-1.894686,0.640443,1.894686
0.4800,0.000000,0.000000,-1.041497,-2.804318,-1.702621,-3.554595,-1.843031,-4.544689,1.444413,1.380794,1.884595,0.482885,1.940342,-0.515560,-0.595480,-1.909294,0.595480,1.909294
0.4900,0.000000,0.000000,-0.991061,-2.820566,-1.672168,-3.552750,-1.838431,-4.538832,1.413186,1.416050,1.879445,0.531401,1.939697,-0.466782,-0.550980,-1.922608,0.550980,1.922608
0.5000,0.000000,0.000000,-0.940991,-2.835583,-1.639880,-3.550813,-1.833467,-4.531896,1.381557,1.449794,1.873914,0.579401,1.939019,-0.418477,-0.506978,-1.934677,0.506978,1.934677
0.5100,0.000000,0.000000,-0.891332,-2.849409,-1.605906,-3.548969,-1.828096,-4.523973,1.349575,1.482006,1.867983,0.626873,1.938305,-0.370651,-0.463501,-1.945550,0.463501,1.945550
0.5200,0.000000,0.000000,-0.842113,-2.862090,-1.570386,-3.547377,-1.822274,-4.515134,1.317289,1.512668,1.861632,0.673806,1.937552,-0.323308,-0.420575,-1.955279,0.420575,1.955279
0.5300,0.000000,0.000000,-0.793354,-2.873672,-1.533452,-3.546172,-1.815953,-4.505439,1.284749,1.541766,1.854842,0.720186,1.936758,-0.276453,-0.378221,-1.963912,0.378221,1.963912
0.5400,0.000000,0.000000,-0.745069,-2.884204,-1.495224,-3.545466,-1.809085,-4.494935,1.252005,1.569289,1.847594,0.766000,1.935920,-0.230092,-0.336456,-1.971496,0.336456,1.971496
0.5500,0.000000,0.000000,-0.697268,-2.893732,-1.455811,-3.545355,-1.801615,-4.483662,1.219107,1.595231,1.839870,0.811233,1.935035,-0.184228,-0.295296,-1.978080,0.295296,1.978080
0.5600,0.000000,0.000000,-0.649964,-2.902300,-1.415314,-3.545914,-1.793488,-4.471648,1.186107,1.619589,1.831655,0.855869,1.934100,-0.138869,-0.254755,-1.983709,0.254755,1.983709
0.5700,0.000000,0.000000,-0.603167,-2.909950,-1.373822,-3.547203,-1.784645,-4.458919,1.153055,1.642363,1.822932,0.899891,1.933112,-0.094021,-0.214844,-1.988427,0.214844,1.988427
0.5800,0.000000,0.000000,-0.556894,-2.916722,-1.331414,-3.549271,-1.775020,-4.445493,1.120003,1.663559,1.813687,0.943280,1.932067,-0.049689,-0.175575,-1.992278,0.175575,1.992278
0.5900,0.000000,0.000000,-0.511161,-2.922651,-1.288164,-3.552149,-1.764548,-4.431386,1.086999,1.683184,1.803907,0.986016,1.930962,-0.005880,-0.136957,-1.995305,0.136957,1.995305
0.6000,0.000000,0.000000,-0.465993,-2.927772,-1.244135,-3.555859,-1.753156,-4.416614,1.054094,1.701250,1.793581,1.028079,1.929794,0.037399,-0.098999,-1.997548,0.098999,1.997548
0.6100,0.000000,0.000000,-0.421413,-2.932114,-1.199385,-3.560413,-1.740770,-4.401188,1.021336,1.717771,1.782700,1.069447,1.928559,0.080142,-0.061709,-1.999048,0.061709,1.999048
0.6200,0.000000,0.000000,-0.377452,-2.935708,-1.153967,-3.565808,-1.727311,-4.385122,0.988771,1.732766,1.771257,1.110098,1.927253,0.122340,-0.025095,-1.999843,0.025095,1.999843
0.6300,0.000000,0.000000,-0.334144,-2.938581,-1.107925,-3.572034,-1.712699,-4.368431,0.956444,1.746254,1.759245,1.150008,1.925872,0.163988,0.010835,-1.999971,-0.010835,1.999971
0.6400,0.000000,0.000000,-0.291524,-2.940759,-1.061302,-3.579071,-1.696849,-4.351133,0.924398,1.758260,1.746662,1.189154,1.924413,0.205078,0.046075,-1.999469,-0.046075,1.999469
0.6500,0.000000,0.000000,-0.249630,-2.942269,-1.014136,-3.586885,-1.679677,-4.333247,0.892675,1.768808,1.733506,1.227510,1.922872,0.245603,0.080618,-1.998375,-0.080618,1.998375
0.6600,0.000000,0.000000,-0.208502,-2.943136,-0.966462,-3.595437,-1.661095,-4.314801,0.861315,1.777925,1.719778,1.265051,1.921244,0.285556,0.114456,-1.996722,-0.114456,1.996722
0.6700,0.000000,0.000000,-0.168179,-2.943386,-0.918311,-3.604674,-1.641021,-4.295825,0.830352,1.785641,1.705482,1.301753,1.919525,0.324929,0.147583,-1.994547,-0.147583,1.994547
0.6800,0.000000,0.000000,-0.128698,-2.943046,-0.869712,-3.614535,-1.619372,-4.276359,0.799822,1.791985,1.690623,1.337590,1.917711,0.363716,0.179994,-1.991884,-0.179994,1.991884
0.6900,0.000000,0.000000,-0.090095,-2.942145,-0.820694,-3.624952,-1.596071,-4.256450,0.769757,1.796988,1.675208,1.372537,1.915798,0.401911,0.211681,-1.988766,-0.211681,1.988766
0.7000,0.000000,0.000000,-0.052400,-2.940712,-0.771280,-3.635845,-1.571050,-4.236152,0.740184,1.800682,1.659247,1.406570,1.913781,0.439506,0.242640,-1.985227,-0.242640,1.985227
0.7100,0.000000,0.000000,-0.015636,-2.938779,-0.721496,-3.647130,-1.544249,-4.215530,0.711130,1.803097,1.642750,1.439663,1.911656,0.476496,0.272864,-1.981299,-0.272864,1.981299
0.7200,0.000000,0.000000,0.020179,-2.936379,-0.671362,-3.658716,-1.515619,-4.194655,0.682618,1.804264,1.625731,1.471793,1.909418,0.512876,0.302348,-1.977014,-0.302348,1.977014
0.7300,0.000000,0.000000,0.055038,-2.933548,-0.620900,-3.670507,-1.485128,-4.173608,0.654667,1.804216,1.608204,1.502938,1.907061,0.548640,0.331087,-1.972405,-0.331087,1.972405
0.7400,0.000000,0.000000,0.088942,-2.930324,-0.570128,-3.682405,-1.452757,-4.152475,0.627295,1.802980,1.590182,1.533074,1.904581,0.583783,0.359078,-1.967502,-0.359078,1.967502
0.7500,0.000000,0.000000,0.121901,-2.926744,-0.519063,-3.694315,-1.418508,-4.131349,0.600515,1.800586,1.571681,1.562182,1.901972,0.618303,0.386317,-1.962335,-0.386317,1.962335
0.7600,0.000000,0.000000,0.153938,-2.922849,-0.467719,-3.706139,-1.382397,-4.110323,0.574337,1.797063,1.552716,1.590241,1.899227,0.652195,0.412801,-1.956935,-0.412801,1.956935
0.7700,0.000000,0.000000,0.185081,-2.918681,-0.416110,-3.717786,-1.344459,-4.089496,0.548769,1.792436,1.533301,1.617231,1.896341,0.685458,0.438527,-1.951331,-0.438527,1.951331
0.7800,0.000000,0.000000,0.215371,-2.914281,-0.364246,-3.729169,-1.304747,-4.068961,0.523814,1.786733,1.513450,1.643135,1.893307,0.718090,0.463494,-1.945552,-0.463494,1.945552
0.7900,0.000000,0.000000,0.244854,-2.909691,-0.312136,-3.740209,-1.263327,-4.048812,0.499474,1.779978,1.493177,1.667934,1.890117,0.750089,0.487700,-1.939626,-0.487700,1.939626
0.8000,0.000000,0.000000,0.273583,-2.904952,-0.259787,-3.750834,-1.220281,-4.029137,0.475747,1.772196,1.472494,1.691612,1.886764,0.781457,0.511145,-1.933580,-0.511145,1.933580
0.8100,0.000000,0.000000,0.301615,-2.900105,-0.207205,-3.760978,-1.175698,-4.010017,0.452627,1.763411,1.451413,1.714151,1.883238,0.812193,0.533829,-1.927441,-0.533829,1.927441
0.8200,0.000000,0.000000,0.329012,-2.895190,-0.154392,-3.770588,-1.129679,-3.991527,0.430107,1.753648,1.429943,1.735535,1.879530,0.842299,0.555751,-1.921234,-0.555751,1.921234
0.8300,0.000000,0.000000,0.355835,-2.890243,-0.101352,-3.779613,-1.082330,-3.973734,0.408176,1.742931,1.408094,1.755750,1.875631,0.871777,0.576912,-1.914986,-0.576912,1.914986
0.8400,0.000000,0.000000,0.382150,-2.885300,-0.048089,-3.788015,-1.033759,-3.956697,0.386820,1.731284,1.385874,1.774777,1.871531,0.900628,0.597312,-1.908722,-0.597312,1.908722
0.8500,0.000000,0.000000,0.408021,-2.880394,0.005397,-3.795760,-0.984078,-3.940465,0.366024,1.718734,1.363292,1.792603,1.867216,0.928855,0.616952,-1.902464,-0.616952,1.902464
0.8600,0.000000,0.000000,0.433511,-2.875556,0.059101,-3.802819,-0.933396,-3.925083,0.345769,1.705306,1.340357,1.809210,1.862677,0.956460,0.635834,-1.896237,-0.635834,1.896237
0.8700,0.000000,0.000000,0.458683,-2.870812,0.113022,-3.809171,-0.881823,-3.910585,0.326035,1.691027,1.317076,1.824583,1.857900,0.983447,0.653958,-1.890063,-0.653958,1.890063
0.8800,0.000000,0.000000,0.483596,-2.866186,0.167154,-3.814798,-0.829462,-3.897000,0.306796,1.675925,1.293458,1.838708,1.852871,1.009819,0.671324,-1.883965,-0.671324,1.883965
0.8900,0.000000,0.000000,0.508309,-2.861698,0.221491,-3.819683,-0.776415,-3.884351,0.288027,1.660026,1.269512,1.851568,1.847577,1.035577,0.687936,-1.877963,-0.687936,1.877963
0.9000,0.000000,0.000000,0.532878,-2.857364,0.276028,-3.823815,-0.722779,-3.872654,0.269701,1.643362,1.245249,1.863148,1.842003,1.060724,0.703792,-1.872078,-0.703792,1.872078
0.9100,0.000000,0.000000,0.557357,-2.853197,0.330753,-3.827184,-0.668644,-3.861923,0.251786,1.625960,1.220680,1.873435,1.836135,1.085263,0.718895,-1.866330,-0.718895,1.866330
0.9200,0.000000,0.000000,0.581797,-2.849204,0.385655,-3.829779,-0.614094,-3.852167,0.234249,1.607851,1.195818,1.882414,1.829955,1.109194,0.733247,-1.860739,-0.733247,1.860739
0.9300,0.000000,0.000000,0.606247,-2.845388,0.440721,-3.831593,-0.559209,-3.843391,0.217054,1.589066,1.170676,1.890074,1.823448,1.132520,0.746848,-1.855321,-0.746848,1.855321
0.9400,0.000000,0.000000,0.630752,-2.841747,0.495934,-3.832617,-0.504062,-3.835599,0.200164,1.569634,1.145270,1.896400,1.816597,1.155240,0.759701,-1.850096,-0.759701,1.850096
0.9500,0.000000,0.000000,0.655356,-2.838275,0.551273,-3.832844,-0.448719,-3.828792,0.183539,1.549588,1.119616,1.901384,1.809385,1.177355,0.771806,-1.845079,-0.771806,1.845079
0.9600,0.000000,0.000000,0.680099,-2.834960,0.606716,-3.832264,-0.393241,-3.822971,0.167136,1.528959,1.093733,1.905015,1.801794,1.198864,0.783166,-1.840285,-0.783166,1.840285
0.9700,0.000000,0.000000,0.705019,-2.831784,0.662238,-3.830868,-0.337681,-3.818134,0.150910,1.507777,1.067640,1.907286,1.793804,1.219765,0.793783,-1.835731,-0.793783,1.835731
0.9800,0.000000,0.000000,0.730148,-2.828723,0.717809,-3.828647,-0.282088,-3.814280,0.134814,1.486077,1.041357,1.908189,1.785399,1.240057,0.803659,-1.831429,-0.803659,1.831429
0.9900,0.000000,0.000000,0.755517,-2.825750,0.773397,-3.825590,-0.226503,-3.811407,0.118796,1.463889,1.014907,1.907720,1.776560,1.259735,0.812797,-1.827392,-0.812797,1.827392
1.0000,0.000000,0.000000,0.781153,-2.822830,0.828965,-3.821686,-0.170961,-3.809514,0.102805,1.441248,0.988311,1.905876,1.767267,1.278797,0.821199,-1.823632,-0.821199,1.823632
1.0100,0.000000,0.000000,0.807075,-2.819921,0.884474,-3.816921,-0.115492,-3.808600,0.086784,1.418189,0.961594,1.902655,1.757501,1.297235,0.828868,-1.820159,-0.828868,1.820159
1.0200,0.000000,0.000000,0.833302,-2.816978,0.939879,-3.811283,-0.060118,-3.808662,0.070676,1.394746,0.934781,1.898058,1.747243,1.315045,0.835810,-1.816981,-0.835810,1.816981
1.0300,0.000000,0.000000,0.859844,-2.813949,0.995133,-3.804755,-0.004855,-3.809702,0.054418,1.370957,0.907895,1.892088,1.736476,1.332218,0.842029,-1.814108,-0.842029,1.814108
1.0400,0.000000,0.000000,0.886706,-2.810776,1.050184,-3.797323,0.050287,-3.811717,0.037946,1.346863,0.880963,1.884750,1.725179,1.348746,0.847532,-1.811543,-0.847532,1.811543
1.0500,0.000000,0.000000,0.913885,-2.807396,1.104975,-3.788969,0.105306,-3.814709,0.021193,1.322504,0.854012,1.876050,1.713336,1.364619,0.852326,-1.809293,-0.852326,1.809293
1.0600,0.000000,0.000000,0.941372,-2.803743,1.159446,-3.779675,0.160207,-3.818677,0.004089,1.297925,0.827066,1.865999,1.700929,1.379826,0.856421,-1.807358,-0.856421,1.807358
1.0700,0.000000,0.000000,0.969150,-2.799746,1.213530,-3.769425,0.215000,-3.823622,-0.013440,1.273175,0.800154,1.854608,1.687941,1.394353,0.859829,-1.805739,-0.859829,1.805739
1.0800,0.000000,0.000000,0.997192,-2.795330,1.267159,-3.758200,0.269707,-3.829542,-0.031469,1.248306,0.773302,1.841892,1.674357,1.408188,0.862566,-1.804434,-0.862566,1.804434
1.0900,0.000000,0.000000,1.025462,-2.790421,1.320255,-3.745982,0.324354,-3.836435,-0.050077,1.223374,0.746535,1.827866,1.660163,1.421315,0.864649,-1.803436,-0.864649,1.803436
1.1000,0.000000,0.000000,1.053914,-2.784944,1.372739,-3.732757,0.378979,-3.844299,-0.069342,1.198443,0.719880,1.812550,1.645345,1.433717,0.866102,-1.802739,-0.866102,1.802739
1.1100,0.000000,0.000000,1.082491,-2.778825,1.424526,-3.718513,0.433628,-3.853127,-0.089346,1.173579,0.693364,1.795965,1.629894,1.445378,0.866953,-1.802330,-0.866953,1.802330
1.1200,0.000000,0.000000,1.111127,-2.771997,1.475525,-3.703240,0.488355,-3.862910,-0.110168,1.148855,0.667011,1.778135,1.613799,1.456278,0.867234,-1.802195,-0.867234,1.802195
1.1300,0.000000,0.000000,1.139745,-2.764397,1.525644,-3.686937,0.543227,-3.873634,-0.131888,1.124352,0.640845,1.759084,1.597054,1.466398,0.866985,-1.802314,-0.866985,1.802314
1.1400,0.000000,0.000000,1.168259,-2.755973,1.574786,-3.669611,0.598319,-3.885278,-0.154579,1.100156,0.614890,1.738839,1.579653,1.475717,0.866252,-1.802667,-0.866252,1.802667
1.1500,0.000000,0.000000,1.196575,-2.746685,1.622850,-3.651279,0.653717,-3.897815,-0.178313,1.076356,0.589168,1.717428,1.561594,1.484215,0.865089,-1.803225,-0.865089,1.803225
1.1600,0.000000,0.000000,1.224593,-2.736512,1.669739,-3.631969,0.709518,-3.911209,-0.203149,1.053051,0.563699,1.694879,1.542876,1.491870,0.863554,-1.803961,-0.863554,1.803961
1.1700,0.000000,0.000000,1.252210,-2.725445,1.715353,-3.611728,0.765826,-3.925412,-0.229140,1.030341,0.538501,1.671221,1.523500,1.498661,0.861715,-1.804840,-0.861715,1.804840
1.1800,0.000000,0.000000,1.279323,-2.713500,1.759598,-3.590618,0.822755,-3.940367,-0.256322,1.008330,0.513590,1.646480,1.503470,1.504566,0.859644,-1.805827,-0.859644,1.805827
1.1900,0.000000,0.000000,1.305833,-2.700711,1.802384,-3.568718,0.880422,-3.955999,-0.284715,0.987122,0.488980,1.620681,1.482787,1.509564,0.857416,-1.806886,-0.857416,1.806886
1.2000,0.000000,0.000000,1.331646,-2.687134,1.843630,-3.546129,0.938950,-3.972221,-0.314321,0.966821,0.464678,1.593846,1.461456,1.513634,0.855111,-1.807978,-0.855111,1.807978
1.2100,0.000000,0.000000,1.356681,-2.672843,1.883263,-3.522968,0.998459,-3.988931,-0.345118,0.947526,0.440692,1.565994,1.439479,1.516755,0.852808,-1.809066,-0.852808,1.809066
1.2200,0.000000,0.000000,1.380868,-2.657933,1.921224,-3.499369,1.059067,-4.006009,-0.377062,0.929331,0.417023,1.537137,1.416857,1.518908,0.850587,-1.810111,-0.850587,1.810111
1.2300,0.000000,0.000000,1.404155,-2.642508,1.957465,-3.475483,1.120882,-4.023323,-0.410083,0.912319,0.393667,1.507285,1.393586,1.520072,0.848524,-1.811079,-0.848524,1.811079
1.2400,0.000000,0.000000,1.426503,-2.626686,1.991951,-3.451470,1.184003,-4.040724,-0.444087,0.896562,0.370617,1.476440,1.369658,1.520228,0.846689,-1.811938,-0.846689,1.811938
1.2500,0.000000,0.000000,1.447891,-2.610592,2.024660,-3.427499,1.248513,-4.058050,-0.478952,0.882119,0.347857,1.444602,1.345059,1.519353,0.845147,-1.812657,-0.845147,1.812657
1.2600,0.000000,0.000000,1.468315,-2.594350,2.055585,-3.403741,1.314479,-4.075130,-0.514536,0.869029,0.325368,1.411763,1.319770,1.517426,0.843957,-1.813212,-0.843957,1.813212
1.2700,0.000000,0.000000,1.487781,-2.578088,2.084726,-3.380371,1.381949,-4.091781,-0.550673,0.857311,0.303125,1.377916,1.293764,1.514423,0.843169,-1.813578,-0.843169,1.813578
1.2800,0.000000,0.000000,1.506308,-2.561929,2.112095,-3.357556,1.450948,-4.107812,-0.587181,0.846967,0.281094,1.343050,1.267006,1.510314,0.842826,-1.813738,-0.842826,1.813738
1.2900,0.000000,0.000000,1.523925,-2.545992,2.137714,-3.335462,1.521481,-4.123026,-0.623863,0.837972,0.259237,1.307156,1.239457,1.505071,0.842961,-1.813675,-0.842961,1.813675
1.3000,0.000000,0.000000,1.540663,-2.530390,2.161608,-3.314244,1.593531,-4.137220,-0.660513,0.830280,0.237511,1.270226,1.211071,1.498657,0.843604,-1.813376,-0.843604,1.813376
1.3100,0.000000,0.000000,1.556560,-2.515228,2.183808,-3.294047,1.667059,-4.150184,-0.696922,0.823822,0.215864,1.232258,1.181802,1.491035,0.844774,-1.812831,-0.844774,1.812831
1.3200,0.000000,0.000000,1.571653,-2.500607,2.204350,-3.275006,1.742003,-4.161705,-0.732882,0.818505,0.194244,1.193257,1.151601,1.482162,0.846489,-1.812031,-0.846489,1.812031
1.3300,0.000000,0.000000,1.585980,-2.486620,2.223271,-3.257244,1.818279,-4.171564,-0.768191,0.814220,0.172591,1.153233,1.120426,1.471993,0.848759,-1.810969,-0.848759,1.810969
