time,pivot_x,pivot_y,tipA_x,tipA_y,tipB_x,tipB_y,tipC_x,tipC_y,ball1A_x,ball1A_y,ball2A_x,ball2A_y,ball1B_x,ball1B_y,ball2B_x,ball2B_y,ball1C_x,ball1C_y,ball2C_x,ball2C_y
0.0000,0.000000,0.000000,-0.900000,1.558846,1.800000,0.000000,-1.157018,-1.378880,-1.100000,1.905256,-1.300000,2.251666,2.200000,-0.000000,2.600000,-0.000000,-1.414133,-1.685298,-1.671248,-1.991716
0.0100,0.000000,0.000000,-0.900000,1.558846,1.800000,0.000000,-1.157017,-1.378880,-1.100211,1.905134,-1.300212,2.251544,2.200000,-0.000489,2.600000,-0.000491,-1.413891,-1.685501,-1.671005,-1.991919
0.0200,0.000000,0.000000,-0.900004,1.558844,1.800000,0.000004,-1.157014,-1.378883,-1.100835,1.904772,-1.300847,2.251176,2.199995,-0.001938,2.599995,-0.001968,-1.413175,-1.686099,-1.670274,-1.992530
0.0300,0.000000,0.000000,-0.900018,1.558835,1.800000,0.000021,-1.157002,-1.378893,-1.101850,1.904181,-1.301906,2.250559,2.199977,-0.004289,2.599977,-0.004433,-1.412012,-1.687065,-1.669050,-1.993547
0.0400,0.000000,0.000000,-0.900053,1.558815,1.800000,0.000061,-1.156971,-1.378919,-1.103220,1.903378,-1.303391,2.249689,2.199929,-0.007453,2.599929,-0.007895,-1.410445,-1.688356,-1.667327,-1.994969
0.0500,0.000000,0.000000,-0.900120,1.558776,1.800000,0.000139,-1.156911,-1.378969,-1.104897,1.902384,-1.305303,2.248560,2.199836,-0.011311,2.599835,-0.012357,-1.408530,-1.689916,-1.665099,-1.996791
0.0600,0.000000,0.000000,-0.900230,1.558713,1.800000,0.000265,-1.156815,-1.379050,-1.106830,1.901228,-1.307641,2.247169,2.199680,-0.015723,2.599675,-0.017820,-1.406334,-1.691684,-1.662363,-1.999010
0.0700,0.000000,0.000000,-0.900387,1.558622,1.800000,0.000447,-1.156675,-1.379167,-1.108960,1.899939,-1.310402,2.245513,2.199449,-0.020531,2.599432,-0.024277,-1.403929,-1.693596,-1.659121,-2.001617
0.0800,0.000000,0.000000,-0.900594,1.558503,1.800000,0.000686,-1.156492,-1.379321,-1.111230,1.898550,-1.313581,2.243592,2.199137,-0.025574,2.599090,-0.031709,-1.401390,-1.695588,-1.655382,-2.004600
0.0900,0.000000,0.000000,-0.900847,1.558356,1.800000,0.000978,-1.156268,-1.379508,-1.113583,1.897094,-1.317167,2.241410,2.198744,-0.030689,2.598634,-0.040080,-1.398787,-1.697604,-1.651162,-2.007938
0.1000,0.000000,0.000000,-0.901139,1.558187,1.800000,0.001316,-1.156009,-1.379725,-1.115968,1.895602,-1.321142,2.238973,2.198281,-0.035727,2.598049,-0.049336,-1.396186,-1.699593,-1.646486,-2.011602
0.1100,0.000000,0.000000,-0.901462,1.558001,1.799999,0.001688,-1.155724,-1.379965,-1.118341,1.894101,-1.325480,2.236290,2.197762,-0.040556,2.597318,-0.059401,-1.393641,-1.701516,-1.641390,-2.015555
0.1200,0.000000,0.000000,-0.901803,1.557803,1.799999,0.002083,-1.155421,-1.380218,-1.120665,1.892616,-1.330149,2.233374,2.197210,-0.045070,2.596421,-0.070175,-1.391195,-1.703345,-1.635920,-2.019746
0.1300,0.000000,0.000000,-0.902155,1.557599,1.799998,0.002490,-1.155109,-1.380479,-1.122911,1.891166,-1.335108,2.230242,2.196645,-0.049193,2.595336,-0.081533,-1.388876,-1.705061,-1.630130,-2.024117
0.1400,0.000000,0.000000,-0.902511,1.557393,1.799998,0.002901,-1.154794,-1.380743,-1.125061,1.889766,-1.340306,2.226915,2.196089,-0.052881,2.594039,-0.093327,-1.386699,-1.706657,-1.624086,-2.028600
0.1500,0.000000,0.000000,-0.902869,1.557186,1.799997,0.003315,-1.154476,-1.381009,-1.127106,1.888423,-1.345688,2.223418,2.195556,-0.056122,2.592511,-0.105383,-1.384664,-1.708138,-1.617866,-2.033125
0.1600,0.000000,0.000000,-0.903232,1.556975,1.799996,0.003734,-1.154155,-1.381277,-1.129044,1.887140,-1.351190,2.219783,2.195056,-0.058937,2.590744,-0.117514,-1.382763,-1.709513,-1.611558,-2.037618
0.1700,0.000000,0.000000,-0.903604,1.556759,1.799995,0.004165,-1.153824,-1.381553,-1.130883,1.885917,-1.356748,2.216045,2.194590,-0.061370,2.588743,-0.129516,-1.380973,-1.710800,-1.605255,-2.042007
0.1800,0.000000,0.000000,-0.903998,1.556531,1.799994,0.004620,-1.153475,-1.381845,-1.132636,1.884745,-1.362293,2.212247,2.194154,-0.063485,2.586535,-0.141182,-1.379270,-1.712022,-1.599059,-2.046226
0.1900,0.000000,0.000000,-0.904424,1.556283,1.799993,0.005113,-1.153096,-1.382161,-1.134321,1.883617,-1.367757,2.208437,2.193736,-0.065358,2.584172,-0.152306,-1.377622,-1.713202,-1.593076,-2.050218
0.2000,0.000000,0.000000,-0.904895,1.556009,1.799991,0.005658,-1.152678,-1.382510,-1.135963,1.882518,-1.373075,2.204663,2.193325,-0.067064,2.581726,-0.162693,-1.376002,-1.714363,-1.587409,-2.053932
0.2100,0.000000,0.000000,-0.905420,1.555704,1.799989,0.006265,-1.152211,-1.382899,-1.137582,1.881435,-1.378186,2.200981,2.192907,-0.068672,2.579286,-0.172165,-1.374381,-1.715526,-1.582155,-2.057330
0.2200,0.000000,0.000000,-0.906005,1.555364,1.799987,0.006941,-1.151692,-1.383331,-1.139204,1.880353,-1.383034,2.197444,2.192471,-0.070235,2.576953,-0.180567,-1.372739,-1.716706,-1.577403,-2.060380
0.2300,0.000000,0.000000,-0.906648,1.554989,1.799984,0.007685,-1.151120,-1.383808,-1.140849,1.879257,-1.387570,2.194104,2.192009,-0.071787,2.574825,-0.187770,-1.371063,-1.717911,-1.573229,-2.063061
0.2400,0.000000,0.000000,-0.907343,1.554583,1.799980,0.008491,-1.150501,-1.384322,-1.142531,1.878136,-1.391752,2.191008,2.191521,-0.073335,2.572991,-0.193670,-1.369351,-1.719142,-1.569689,-2.065357
0.2500,0.000000,0.000000,-0.908081,1.554152,1.799976,0.009345,-1.149844,-1.384868,-1.144262,1.876981,-1.395545,2.188199,2.191012,-0.074860,2.571524,-0.198193,-1.367612,-1.720393,-1.566824,-2.067257
0.2600,0.000000,0.000000,-0.908846,1.553705,1.799971,0.010231,-1.149162,-1.385434,-1.146041,1.875790,-1.398923,2.185710,2.190495,-0.076319,2.570471,-0.201292,-1.365867,-1.721646,-1.564653,-2.068755
0.2700,0.000000,0.000000,-0.909625,1.553249,1.799966,0.011133,-1.148467,-1.386010,-1.147863,1.874563,-1.401866,2.183565,2.189989,-0.077647,2.569858,-0.202942,-1.364148,-1.722880,-1.563176,-2.069850
0.2800,0.000000,0.000000,-0.910405,1.552792,1.799960,0.012037,-1.147771,-1.386587,-1.149712,1.873310,-1.404364,2.181778,2.189518,-0.078759,2.569686,-0.203148,-1.362498,-1.724066,-1.562376,-2.070547
0.2900,0.000000,0.000000,-0.911178,1.552338,1.799954,0.012934,-1.147080,-1.387158,-1.151564,1.872048,-1.406413,2.180354,2.189113,-0.079558,2.569934,-0.201932,-1.360970,-1.725169,-1.562219,-2.070855
0.3000,0.000000,0.000000,-0.911943,1.551889,1.799947,0.013821,-1.146396,-1.387723,-1.153388,1.870800,-1.408016,2.179288,2.188803,-0.079939,2.570566,-0.199341,-1.359620,-1.726154,-1.562661,-2.070791
0.3100,0.000000,0.000000,-0.912703,1.551442,1.799940,0.014703,-1.145716,-1.388285,-1.155147,1.869595,-1.409185,2.178568,2.188617,-0.079797,2.571536,-0.195437,-1.358507,-1.726988,-1.563651,-2.070377
0.3200,0.000000,0.000000,-0.913468,1.550992,1.799932,0.015591,-1.145031,-1.388850,-1.156801,1.868465,-1.409938,2.178177,2.188580,-0.079030,2.572792,-0.190301,-1.357685,-1.727639,-1.565129,-2.069644
0.3300,0.000000,0.000000,-0.914252,1.550530,1.799924,0.016501,-1.144329,-1.389429,-1.158310,1.867446,-1.410298,2.178093,2.188710,-0.077553,2.574280,-0.184022,-1.357201,-1.728081,-1.567036,-2.068623
0.3400,0.000000,0.000000,-0.915071,1.550047,1.799915,0.017451,-1.143595,-1.390032,-1.159637,1.866571,-1.410294,2.178293,2.189015,-0.075295,2.575948,-0.176698,-1.357087,-1.728295,-1.569313,-2.067352
0.3500,0.000000,0.000000,-0.915937,1.549535,1.799905,0.018457,-1.142818,-1.390672,-1.160747,1.865871,-1.409958,2.178751,2.189494,-0.072210,2.577748,-0.168432,-1.357356,-1.728271,-1.571903,-2.065865
0.3600,0.000000,0.000000,-0.916863,1.548987,1.799894,0.019533,-1.141986,-1.391354,-1.161615,1.865368,-1.409322,2.179440,2.190136,-0.068280,2.579637,-0.159325,-1.358004,-1.728009,-1.574751,-2.064195
0.3700,0.000000,0.000000,-0.917855,1.548400,1.799881,0.020685,-1.141095,-1.392085,-1.162223,1.865077,-1.408419,2.180335,2.190918,-0.063516,2.581573,-0.149475,-1.359002,-1.727520,-1.577805,-2.062372
0.3800,0.000000,0.000000,-0.918912,1.547773,1.799867,0.021915,-1.140144,-1.392864,-1.162563,1.865002,-1.407280,2.181409,2.191811,-0.057958,2.583520,-0.138976,-1.360302,-1.726826,-1.581018,-2.060420
0.3900,0.000000,0.000000,-0.920030,1.547109,1.799850,0.023215,-1.139138,-1.393687,-1.162641,1.865134,-1.405933,2.182637,2.192776,-0.051680,2.585444,-0.127915,-1.361837,-1.725960,-1.584345,-2.058361
0.4000,0.000000,0.000000,-0.921197,1.546414,1.799832,0.024573,-1.138085,-1.394547,-1.162470,1.865455,-1.404405,2.183995,2.193774,-0.044779,2.587315,-0.116373,-1.363527,-1.724965,-1.587747,-2.056213
0.4100,0.000000,0.000000,-0.922403,1.545695,1.799813,0.025977,-1.136998,-1.395434,-1.162077,1.865939,-1.402718,2.185457,2.194763,-0.037380,2.589104,-0.104426,-1.365282,-1.723895,-1.591186,-2.053997
0.4200,0.000000,0.000000,-0.923634,1.544960,1.799791,0.027410,-1.135886,-1.396339,-1.161498,1.866551,-1.400892,2.187004,2.195704,-0.029627,2.590788,-0.092147,-1.367010,-1.722807,-1.594627,-2.051731
0.4300,0.000000,0.000000,-0.924879,1.544215,1.799769,0.028861,-1.134760,-1.397254,-1.160777,1.867250,-1.398948,2.188614,2.196564,-0.021674,2.592346,-0.079605,-1.368623,-1.721766,-1.598035,-2.049440
0.4400,0.000000,0.000000,-0.926133,1.543463,1.799745,0.030324,-1.133624,-1.398176,-1.159965,1.867997,-1.396905,2.190270,2.197316,-0.013683,2.593764,-0.066875,-1.370040,-1.720833,-1.601376,-2.047151
0.4500,0.000000,0.000000,-0.927396,1.542704,1.799719,0.031796,-1.132480,-1.399103,-1.159118,1.868748,-1.394782,2.191955,2.197947,-0.005813,2.595030,-0.054031,-1.371190,-1.720066,-1.604611,-2.044896
0.4600,0.000000,0.000000,-0.928672,1.541937,1.799692,0.033285,-1.131322,-1.400039,-1.158293,1.869464,-1.392603,2.193653,2.198450,0.001786,2.596138,-0.041155,-1.372020,-1.719514,-1.607698,-2.042711
0.4700,0.000000,0.000000,-0.929969,1.541155,1.799664,0.034799,-1.130144,-1.400991,-1.157543,1.870107,-1.390391,2.195349,2.198830,0.008982,2.597085,-0.028337,-1.372492,-1.719216,-1.610588,-2.040635
0.4800,0.000000,0.000000,-0.931298,1.540352,1.799633,0.036352,-1.128935,-1.401965,-1.156924,1.870644,-1.388174,2.197024,2.199098,0.015667,2.597868,-0.015674,-1.372582,-1.719197,-1.613229,-2.038711
0.4900,0.000000,0.000000,-0.932669,1.539522,1.799600,0.037953,-1.127686,-1.402969,-1.156480,1.871047,-1.385980,2.198659,2.199272,0.021759,2.598488,-0.003273,-1.372284,-1.719469,-1.615562,-2.036984
0.5000,0.000000,0.000000,-0.934088,1.538662,1.799564,0.039613,-1.126392,-1.404009,-1.156253,1.871291,-1.383844,2.200233,2.199372,0.027210,2.598946,0.008751,-1.371606,-1.720031,-1.617527,-2.035504
0.5100,0.000000,0.000000,-0.935559,1.537767,1.799525,0.041335,-1.125049,-1.405086,-1.156275,1.871361,-1.381802,2.201721,2.199416,0.032000,2.599245,0.020275,-1.370570,-1.720869,-1.619061,-2.034321
0.5200,0.000000,0.000000,-0.937081,1.536841,1.799484,0.043116,-1.123657,-1.406198,-1.156569,1.871243,-1.379895,2.203095,2.199423,0.036142,2.599392,0.031173,-1.369205,-1.721962,-1.620105,-2.033489
0.5300,0.000000,0.000000,-0.938646,1.535885,1.799439,0.044949,-1.122224,-1.407343,-1.157148,1.870933,-1.378165,2.204327,2.199404,0.039675,2.599401,0.041314,-1.367550,-1.723278,-1.620601,-2.033060
0.5400,0.000000,0.000000,-0.940246,1.534906,1.799391,0.046824,-1.120757,-1.408511,-1.158015,1.870431,-1.376660,2.205385,2.199369,0.042659,2.599291,0.050573,-1.365647,-1.724785,-1.620501,-2.033085
0.5500,0.000000,0.000000,-0.941869,1.533911,1.799340,0.048727,-1.119267,-1.409696,-1.159166,1.869742,-1.375429,2.206239,2.199325,0.045169,2.599091,0.058829,-1.363540,-1.726446,-1.619763,-2.033609
0.5600,0.000000,0.000000,-0.943504,1.532906,1.799287,0.050645,-1.117763,-1.410888,-1.160584,1.868877,-1.374521,2.206857,2.199273,0.047288,2.598837,0.065973,-1.361271,-1.728227,-1.618355,-2.034671
0.5700,0.000000,0.000000,-0.945143,1.531896,1.799232,0.052569,-1.116254,-1.412083,-1.162247,1.867851,-1.373988,2.207212,2.199217,0.049103,2.598566,0.071912,-1.358879,-1.730097,-1.616255,-2.036296
0.5800,0.000000,0.000000,-0.946780,1.530884,1.799175,0.054494,-1.114743,-1.413276,-1.164129,1.866681,-1.373879,2.207276,2.199157,0.050692,2.598319,0.076571,-1.356395,-1.732030,-1.613450,-2.038498
0.5900,0.000000,0.000000,-0.948417,1.529871,1.799116,0.056418,-1.113230,-1.414467,-1.166196,1.865389,-1.374240,2.207029,2.199093,0.052126,2.598127,0.079897,-1.353845,-1.734006,-1.609939,-2.041277
0.6000,0.000000,0.000000,-0.950058,1.528853,1.799054,0.058348,-1.111713,-1.415661,-1.168415,1.863994,-1.375114,2.206449,2.199024,0.053458,2.598014,0.081863,-1.351242,-1.736013,-1.605733,-2.044613
0.6100,0.000000,0.000000,-0.951709,1.527825,1.798990,0.060292,-1.110182,-1.416861,-1.170754,1.862518,-1.376537,2.205524,2.198951,0.054725,2.597988,0.082464,-1.348591,-1.738048,-1.600853,-2.048474
0.6200,0.000000,0.000000,-0.953383,1.526782,1.798923,0.062263,-1.108629,-1.418077,-1.173185,1.860977,-1.378535,2.204243,2.198873,0.055947,2.598042,0.081723,-1.345886,-1.740116,-1.595329,-2.052811
0.6300,0.000000,0.000000,-0.955088,1.525715,1.798852,0.064273,-1.107044,-1.419314,-1.175684,1.859388,-1.381127,2.202598,2.198788,0.057124,2.598151,0.079687,-1.343111,-1.742227,-1.589205,-2.057564
0.6400,0.000000,0.000000,-0.956835,1.524620,1.798777,0.066333,-1.105418,-1.420581,-1.178235,1.857760,-1.384317,2.200587,2.198695,0.058239,2.598282,0.076428,-1.340242,-1.744399,-1.582537,-2.062665
0.6500,0.000000,0.000000,-0.958630,1.523492,1.798698,0.068451,-1.103744,-1.421882,-1.180830,1.856099,-1.388101,2.198208,2.198592,0.059259,2.598388,0.072043,-1.337248,-1.746653,-1.575389,-2.068038
0.6600,0.000000,0.000000,-0.960476,1.522329,1.798614,0.070632,-1.102020,-1.423219,-1.183470,1.854404,-1.392462,2.195465,2.198476,0.060141,2.598423,0.066650,-1.334096,-1.749011,-1.567838,-2.073611
0.6700,0.000000,0.000000,-0.962371,1.521132,1.798524,0.072872,-1.100246,-1.424591,-1.186163,1.852670,-1.397370,2.192363,2.198343,0.060834,2.598343,0.060383,-1.330750,-1.751497,-1.559966,-2.079308
0.6800,0.000000,0.000000,-0.964313,1.519902,1.798430,0.075169,-1.098426,-1.425995,-1.188926,1.850884,-1.402788,2.188912,2.198189,0.061283,2.598111,0.053392,-1.327180,-1.754128,-1.551860,-2.085064
0.6900,0.000000,0.000000,-0.966293,1.518644,1.798330,0.077512,-1.096567,-1.427425,-1.191780,1.849030,-1.408667,2.185126,2.198007,0.061438,2.597703,0.045835,-1.323362,-1.756915,-1.543610,-2.090817
0.7000,0.000000,0.000000,-0.968303,1.517363,1.798226,0.079893,-1.094676,-1.428875,-1.194753,1.847091,-1.414955,2.181023,2.197792,0.061255,2.597108,0.037877,-1.319283,-1.759861,-1.535305,-2.096513
0.7100,0.000000,0.000000,-0.970334,1.516065,1.798117,0.082301,-1.092761,-1.430340,-1.197870,1.845044,-1.421593,2.176628,2.197534,0.060704,2.596329,0.029680,-1.314940,-1.762961,-1.527025,-2.102107
0.7200,0.000000,0.000000,-0.972379,1.514754,1.798005,0.084728,-1.090830,-1.431814,-1.201158,1.842870,-1.428522,2.171968,2.197226,0.059774,2.595381,0.021402,-1.310348,-1.766196,-1.518847,-2.107558
0.7300,0.000000,0.000000,-0.974433,1.513433,1.797888,0.087167,-1.088886,-1.433292,-1.204641,1.840548,-1.435682,2.167076,2.196857,0.058470,2.594286,0.013191,-1.305537,-1.769540,-1.510837,-2.112836
0.7400,0.000000,0.000000,-0.976492,1.512106,1.797768,0.089614,-1.086934,-1.434773,-1.208334,1.838064,-1.443016,2.161985,2.196422,0.056825,2.593074,0.005185,-1.300552,-1.772955,-1.503049,-2.117912
0.7500,0.000000,0.000000,-0.978556,1.510771,1.797644,0.092069,-1.084974,-1.436256,-1.212248,1.835406,-1.450467,2.156734,2.195912,0.054888,2.591775,-0.002493,-1.295452,-1.776401,-1.495528,-2.122768
0.7600,0.000000,0.000000,-0.980625,1.509429,1.797516,0.094532,-1.083006,-1.437741,-1.216383,1.832567,-1.457986,2.151358,2.195326,0.052736,2.590418,-0.009733,-1.290309,-1.779830,-1.488311,-2.127386
0.7700,0.000000,0.000000,-0.982701,1.508078,1.797384,0.097006,-1.081026,-1.439230,-1.220729,1.829548,-1.465525,2.145894,2.194667,0.050459,2.589033,-0.016441,-1.285202,-1.783195,-1.481426,-2.131759
0.7800,0.000000,0.000000,-0.984788,1.506716,1.797248,0.099494,-1.079032,-1.440725,-1.225268,1.826356,-1.473042,2.140374,2.193942,0.048167,2.587643,-0.022536,-1.280215,-1.786450,-1.474893,-2.135879
0.7900,0.000000,0.000000,-0.986887,1.505342,1.797108,0.101999,-1.077023,-1.442228,-1.229971,1.823005,-1.480500,2.134831,2.193166,0.045981,2.586274,-0.027952,-1.275432,-1.789552,-1.468732,-2.139745
0.8000,0.000000,0.000000,-0.989001,1.503954,1.796963,0.104523,-1.074996,-1.443739,-1.234803,1.819519,-1.487868,2.129290,2.192361,0.044024,2.584947,-0.032634,-1.270930,-1.792466,-1.462957,-2.143358
0.8100,0.000000,0.000000,-0.991130,1.502552,1.796813,0.107068,-1.072950,-1.445260,-1.239722,1.815924,-1.495117,2.123777,2.191554,0.042422,2.583684,-0.036535,-1.266777,-1.795162,-1.457583,-2.146720
0.8200,0.000000,0.000000,-0.993276,1.501134,1.796658,0.109635,-1.070884,-1.446792,-1.244680,1.812254,-1.502223,2.118312,2.190777,0.041294,2.582508,-0.039619,-1.263026,-1.797622,-1.452623,-2.149833
0.8300,0.000000,0.000000,-0.995439,1.499700,1.796498,0.112226,-1.068797,-1.448335,-1.249629,1.808549,-1.509168,2.112916,2.190060,0.040747,2.581438,-0.041854,-1.259714,-1.799832,-1.448093,-2.152697
0.8400,0.000000,0.000000,-0.997620,1.498250,1.796333,0.114839,-1.066689,-1.449888,-1.254518,1.804850,-1.515935,2.107606,2.189435,0.040873,2.580497,-0.043211,-1.256858,-1.801791,-1.444008,-2.155309
0.8500,0.000000,0.000000,-0.999818,1.496785,1.796162,0.117476,-1.064559,-1.451452,-1.259300,1.801200,-1.522509,2.102400,2.188927,0.041741,2.579703,-0.043665,-1.254454,-1.803504,-1.440385,-2.157664
0.8600,0.000000,0.000000,-1.002033,1.495303,1.795987,0.120135,-1.062409,-1.453027,-1.263932,1.797642,-1.528880,2.097313,2.188557,0.043399,2.579072,-0.043190,-1.252479,-1.804984,-1.437240,-2.159756
0.8700,0.000000,0.000000,-1.004265,1.493805,1.795805,0.122816,-1.060239,-1.454611,-1.268375,1.794214,-1.535034,2.092363,2.188334,0.045869,2.578618,-0.041760,-1.250893,-1.806251,-1.434589,-2.161576
0.8800,0.000000,0.000000,-1.006512,1.492291,1.795618,0.125520,-1.058047,-1.456206,-1.272599,1.790951,-1.540962,2.087568,2.188259,0.049147,2.578348,-0.039347,-1.249643,-1.807334,-1.432449,-2.163118
0.8900,0.000000,0.000000,-1.008777,1.490761,1.795426,0.128246,-1.055835,-1.457811,-1.276579,1.787884,-1.546650,2.082946,2.188324,0.053205,2.578267,-0.035927,-1.248662,-1.808264,-1.430830,-2.164375
0.9000,0.000000,0.000000,-1.011061,1.489213,1.795227,0.130998,-1.053599,-1.459427,-1.280302,1.785032,-1.552087,2.078517,2.188509,0.057995,2.578375,-0.031473,-1.247880,-1.809077,-1.429741,-2.165345
0.9100,0.000000,0.000000,-1.013367,1.487645,1.795022,0.133779,-1.051337,-1.461058,-1.283762,1.782410,-1.557259,2.074300,2.188790,0.063445,2.578669,-0.025966,-1.247223,-1.809811,-1.429182,-2.166028
0.9200,0.000000,0.000000,-1.015701,1.486052,1.794810,0.136597,-1.049042,-1.462707,-1.286962,1.780021,-1.562150,2.070316,2.189137,0.069473,2.579142,-0.019390,-1.246619,-1.810505,-1.429146,-2.166431
0.9300,0.000000,0.000000,-1.018070,1.484430,1.794589,0.139459,-1.046708,-1.464378,-1.289913,1.777861,-1.566746,2.066588,2.189521,0.075983,2.579783,-0.011739,-1.246003,-1.811194,-1.429614,-2.166563
0.9400,0.000000,0.000000,-1.020482,1.482773,1.794360,0.142377,-1.044326,-1.466078,-1.292635,1.775916,-1.571032,2.063136,2.189910,0.082874,2.580579,-0.003017,-1.245317,-1.811914,-1.430555,-2.166437
0.9500,0.000000,0.000000,-1.022945,1.481075,1.794121,0.145358,-1.041888,-1.467811,-1.295154,1.774166,-1.574993,2.059981,2.190279,0.090049,2.581511,0.006758,-1.244516,-1.812691,-1.431924,-2.166072
0.9600,0.000000,0.000000,-1.025464,1.479332,1.793871,0.148412,-1.039388,-1.469582,-1.297502,1.772582,-1.578616,2.057143,2.190607,0.097412,2.582554,0.017556,-1.243564,-1.813548,-1.433663,-2.165489
0.9700,0.000000,0.000000,-1.028043,1.477541,1.793610,0.151541,-1.036823,-1.471393,-1.299714,1.771131,-1.581891,2.054637,2.190879,0.104880,2.583679,0.029328,-1.242439,-1.814500,-1.435701,-2.164714
0.9800,0.000000,0.000000,-1.030680,1.475703,1.793336,0.154744,-1.034193,-1.473243,-1.301827,1.769777,-1.584811,2.052477,2.191087,0.112383,2.584848,0.042010,-1.241130,-1.815554,-1.437957,-2.163777
0.9900,0.000000,0.000000,-1.033371,1.473820,1.793051,0.158015,-1.031504,-1.475127,-1.303879,1.768481,-1.587373,2.050671,2.191227,0.119866,2.586018,0.055520,-1.239639,-1.816711,-1.440337,-2.162717
1.0000,0.000000,0.000000,-1.036105,1.471899,1.792754,0.161344,-1.028764,-1.477039,-1.305907,1.767207,-1.589577,2.049220,2.191303,0.127295,2.587143,0.069759,-1.237975,-1.817966,-1.442746,-2.161577
1.0100,0.000000,0.000000,-1.038872,1.469947,1.792448,0.164716,-1.025984,-1.478972,-1.307945,1.765920,-1.591430,2.048118,2.191316,0.134649,2.588174,0.084614,-1.236157,-1.819305,-1.445083,-2.160407
1.0200,0.000000,0.000000,-1.041659,1.467974,1.792132,0.168116,-1.023176,-1.480915,-1.310021,1.764591,-1.592943,2.047354,2.191274,0.141925,2.589066,0.099955,-1.234210,-1.820716,-1.447248,-2.159264
1.0300,0.000000,0.000000,-1.044454,1.465986,1.791808,0.171530,-1.020352,-1.482863,-1.312158,1.763198,-1.594133,2.046905,2.191181,0.149134,2.589776,0.115644,-1.232161,-1.822181,-1.449148,-2.158212
1.0400,0.000000,0.000000,-1.047250,1.463990,1.791478,0.174950,-1.017520,-1.484807,-1.314372,1.761725,-1.595023,2.046742,2.191042,0.156295,2.590275,0.131530,-1.230037,-1.823683,-1.450692,-2.157316
1.0500,0.000000,0.000000,-1.050043,1.461988,1.791141,0.178369,-1.014684,-1.486747,-1.316671,1.760165,-1.595640,2.046829,2.190862,0.163433,2.590543,0.147462,-1.227864,-1.825206,-1.451804,-2.156644
1.0600,0.000000,0.000000,-1.052834,1.459980,1.790797,0.181791,-1.011842,-1.488682,-1.319056,1.758519,-1.596020,2.047121,2.190639,0.170575,2.590573,0.163286,-1.225661,-1.826738,-1.452412,-2.156259
1.0700,0.000000,0.000000,-1.055628,1.457961,1.790445,0.185220,-1.008989,-1.490618,-1.321519,1.756795,-1.596200,2.047570,2.190375,0.177746,2.590374,0.178850,-1.223440,-1.828272,-1.452461,-2.156220
1.0800,0.000000,0.000000,-1.058436,1.455924,1.790085,0.188671,-1.006114,-1.492560,-1.324050,1.755004,-1.596228,2.048124,2.190068,0.184962,2.589965,0.194015,-1.221205,-1.829807,-1.451904,-2.156576
1.0900,0.000000,0.000000,-1.061268,1.453860,1.789714,0.192155,-1.003206,-1.494516,-1.326630,1.753165,-1.596153,2.048728,2.189714,0.192234,2.589377,0.208647,-1.218948,-1.831347,-1.450706,-2.157366
1.1000,0.000000,0.000000,-1.064138,1.451761,1.789331,0.195689,-1.000253,-1.496494,-1.329239,1.751296,-1.596028,2.049329,2.189312,0.199559,2.588646,0.222632,-1.216648,-1.832906,-1.448841,-2.158615
1.1100,0.000000,0.000000,-1.067053,1.449620,1.788934,0.199285,-0.997244,-1.498501,-1.331859,1.749416,-1.595912,2.049876,2.188861,0.206925,2.587813,0.235867,-1.214276,-1.834502,-1.446296,-2.160334
1.1200,0.000000,0.000000,-1.070022,1.447430,1.788522,0.202951,-0.994170,-1.500542,-1.334471,1.747541,-1.595862,2.050320,2.188361,0.214305,2.586916,0.248270,-1.211791,-1.836162,-1.443067,-2.162523
1.1300,0.000000,0.000000,-1.073046,1.445189,1.788094,0.206690,-0.991030,-1.502617,-1.337059,1.745684,-1.595935,2.050616,2.187813,0.221665,2.585994,0.259774,-1.209144,-1.837918,-1.439158,-2.165169
1.1400,0.000000,0.000000,-1.076125,1.442898,1.787649,0.210503,-0.987824,-1.504727,-1.339614,1.743853,-1.596188,2.050724,2.187223,0.228958,2.585078,0.270330,-1.206281,-1.839804,-1.434583,-2.168252
1.1500,0.000000,0.000000,-1.079254,1.440559,1.787188,0.214382,-0.984556,-1.506867,-1.342130,1.742049,-1.596672,2.050608,2.186596,0.236130,2.584194,0.279906,-1.203148,-1.841856,-1.429365,-2.171744
1.1600,0.000000,0.000000,-1.082426,1.438177,1.786711,0.218320,-0.981233,-1.509034,-1.344611,1.740268,-1.597433,2.050238,2.185941,0.243122,2.583361,0.288485,-1.199689,-1.844111,-1.423533,-2.175613
1.1700,0.000000,0.000000,-1.085634,1.435757,1.786219,0.222308,-0.977862,-1.511220,-1.347066,1.738500,-1.598511,2.049587,2.185269,0.249868,2.582592,0.296066,-1.195855,-1.846599,-1.417121,-2.179828
1.1800,0.000000,0.000000,-1.088870,1.433305,1.785713,0.226337,-0.974450,-1.513422,-1.349512,1.736728,-1.599941,2.048634,2.184589,0.256306,2.581894,0.302657,-1.191605,-1.849344,-1.410166,-2.184354
1.1900,0.000000,0.000000,-1.092130,1.430822,1.785193,0.230401,-0.971003,-1.515636,-1.351972,1.734931,-1.601747,2.047361,2.183914,0.262372,2.581270,0.308281,-1.186910,-1.852362,-1.402708,-2.189158
